Country,year,metric,amount
France,2006,USD Constant,48783011711
France,2006,USD Current,45792148416
France,2006,GDP Percent,1.98
France,2006,Government Percent,3.74
France,2006,Military Capita Spending,744
France,2007,USD Constant,48764626161
France,2007,USD Current,50684467384
France,2007,GDP Percent,1.91
France,2007,Government Percent,3.63
France,2007,Military Capita Spending,819
France,2008,USD Constant,48410234589
France,2008,USD Current,55365965845
France,2008,GDP Percent,1.9
France,2008,Government Percent,3.56
France,2008,Military Capita Spending,890
France,2009,USD Constant,51991929269
France,2009,USD Current,56441455398
France,2009,GDP Percent,2.1
France,2009,Government Percent,3.67
France,2009,Military Capita Spending,902
France,2010,USD Constant,49527312722
France,2010,USD Current,52044060565
France,2010,GDP Percent,1.97
France,2010,Government Percent,3.46
France,2010,Military Capita Spending,828
France,2011,USD Constant,48054462768
France,2011,USD Current,54120871010
France,2011,GDP Percent,1.89
France,2011,Government Percent,3.36
France,2011,Military Capita Spending,856
France,2012,USD Constant,47316298986
France,2012,USD Current,50216507403
France,2012,GDP Percent,1.87
France,2012,Government Percent,3.28
France,2012,Military Capita Spending,790
France,2013,USD Constant,47009739719
France,2013,USD Current,52001462448
France,2013,GDP Percent,1.85
France,2013,Government Percent,3.23
France,2013,Military Capita Spending,814
France,2014,USD Constant,47827852765
France,2014,USD Current,53134750899
France,2014,GDP Percent,1.86
France,2014,Government Percent,3.26
France,2014,Military Capita Spending,828
France,2015,USD Constant,49136241632
France,2015,USD Current,45647471641
France,2015,GDP Percent,1.87
France,2015,Government Percent,3.3
France,2015,Military Capita Spending,708
France,2016,USD Constant,51041329450
France,2016,USD Current,47370589553
France,2016,GDP Percent,1.92
France,2016,Government Percent,3.38
France,2016,Military Capita Spending,733
France,2017,USD Constant,51712878745
France,2017,USD Current,49195662250
France,2017,GDP Percent,1.91
France,2017,Government Percent,3.38
France,2017,Military Capita Spending,759
France,2018,USD Constant,50437125474
France,2018,USD Current,51409812839
France,2018,GDP Percent,1.84
France,2018,Government Percent,3.31
France,2018,Military Capita Spending,791
France,2019,USD Constant,51270418480
France,2019,USD Current,50118929212
France,2019,GDP Percent,1.84
France,2019,Government Percent,3.32
France,2019,Military Capita Spending,770
France,2020,USD Constant,52747064858
France,2020,USD Current,52747064858
France,2020,GDP Percent,2.01
France,2020,Government Percent,3.25
France,2020,Military Capita Spending,808
France,2021,USD Constant,53559589354
France,2021,USD Current,56646996216
France,2021,GDP Percent,1.95
France,2021,Government Percent,3.21
France,2021,Military Capita Spending,866
Germany,1949,USD Constant,NA
Germany,1949,USD Current,NA
Germany,1949,GDP Percent,NA
Germany,1949,Government Percent,NA
Germany,1949,Military Capita Spending,NA
Germany,1950,USD Constant,NA
Germany,1950,USD Current,NA
Germany,1950,GDP Percent,NA
Germany,1950,Government Percent,NA
Germany,1950,Military Capita Spending,NA
Germany,1951,USD Constant,NA
Germany,1951,USD Current,NA
Germany,1951,GDP Percent,NA
Germany,1951,Government Percent,NA
Germany,1951,Military Capita Spending,NA
Germany,1952,USD Constant,NA
Germany,1952,USD Current,NA
Germany,1952,GDP Percent,NA
Germany,1952,Government Percent,NA
Germany,1952,Military Capita Spending,NA
Germany,1953,USD Constant,17420304086
Germany,1953,USD Current,1388216551
Germany,1953,GDP Percent,3.97
Germany,1953,Government Percent,NA
Germany,1953,Military Capita Spending,NA
Germany,1954,USD Constant,17637129452
Germany,1954,USD Current,1408818439
Germany,1954,GDP Percent,3.74
Germany,1954,Government Percent,NA
Germany,1954,Military Capita Spending,NA
Germany,1955,USD Constant,20379172650
Germany,1955,USD Current,1654726076
Germany,1955,GDP Percent,3.84
Germany,1955,Government Percent,NA
Germany,1955,Military Capita Spending,NA
Germany,1956,USD Constant,19408688400
Germany,1956,USD Current,1616152329
Germany,1956,GDP Percent,3.41
Germany,1956,Government Percent,NA
Germany,1956,Military Capita Spending,NA
Germany,1957,USD Constant,23620920003
Germany,1957,USD Current,2008464869
Germany,1957,GDP Percent,3.9
Germany,1957,Government Percent,NA
Germany,1957,Military Capita Spending,NA
Germany,1958,USD Constant,17694487415
Germany,1958,USD Current,1535936469
Germany,1958,GDP Percent,2.79
Germany,1958,Government Percent,NA
Germany,1958,Military Capita Spending,NA
Germany,1959,USD Constant,28349341794
Germany,1959,USD Current,2484806809
Germany,1959,GDP Percent,4.17
Germany,1959,Government Percent,NA
Germany,1959,Military Capita Spending,NA
Germany,1960,USD Constant,30523617873
Germany,1960,USD Current,2715197280
Germany,1960,GDP Percent,3.77
Germany,1960,Government Percent,NA
Germany,1960,Military Capita Spending,NA
Germany,1961,USD Constant,32454670839
Germany,1961,USD Current,3074753151
Germany,1961,GDP Percent,3.74
Germany,1961,Government Percent,NA
Germany,1961,Military Capita Spending,NA
Germany,1962,USD Constant,41262951686
Germany,1962,USD Current,4055355090
Germany,1962,GDP Percent,4.5
Germany,1962,Government Percent,NA
Germany,1962,Military Capita Spending,NA
Germany,1963,USD Constant,46323420487
Germany,1963,USD Current,4688620298
Germany,1963,GDP Percent,4.9
Germany,1963,Government Percent,NA
Germany,1963,Military Capita Spending,NA
Germany,1964,USD Constant,44418914006
Germany,1964,USD Current,4601309875
Germany,1964,GDP Percent,4.38
Germany,1964,Government Percent,NA
Germany,1964,Military Capita Spending,NA
Germany,1965,USD Constant,43824408507
Germany,1965,USD Current,4686319021
Germany,1965,GDP Percent,4.09
Germany,1965,Government Percent,NA
Germany,1965,Military Capita Spending,NA
Germany,1966,USD Constant,43014619966
Germany,1966,USD Current,4766403436
Germany,1966,GDP Percent,3.91
Germany,1966,Government Percent,NA
Germany,1966,Military Capita Spending,NA
Germany,1967,USD Constant,44746225187
Germany,1967,USD Current,5037954037
Germany,1967,GDP Percent,4.08
Germany,1967,Government Percent,NA
Germany,1967,Military Capita Spending,NA
Germany,1968,USD Constant,39714626302
Germany,1968,USD Current,4544109352
Germany,1968,GDP Percent,3.41
Germany,1968,Government Percent,NA
Germany,1968,Military Capita Spending,NA
Germany,1969,USD Constant,43560779509
Germany,1969,USD Current,5150518691
Germany,1969,GDP Percent,3.4
Germany,1969,Government Percent,NA
Germany,1969,Military Capita Spending,NA
Germany,1970,USD Constant,44056550623
Germany,1970,USD Current,5805254072
Germany,1970,GDP Percent,3.01
Germany,1970,Government Percent,NA
Germany,1970,Military Capita Spending,NA
Germany,1971,USD Constant,47200298361
Germany,1971,USD Current,6829977561
Germany,1971,GDP Percent,3.06
Germany,1971,Government Percent,NA
Germany,1971,Military Capita Spending,NA
Germany,1972,USD Constant,50490546293
Germany,1972,USD Current,8478070554
Germany,1972,GDP Percent,3.17
Germany,1972,Government Percent,NA
Germany,1972,Military Capita Spending,NA
Germany,1973,USD Constant,52427969604
Germany,1973,USD Current,11237904808
Germany,1973,GDP Percent,3.16
Germany,1973,Government Percent,NA
Germany,1973,Military Capita Spending,NA
Germany,1974,USD Constant,54753237695
Germany,1974,USD Current,12965199627
Germany,1974,GDP Percent,3.26
Germany,1974,Government Percent,NA
Germany,1974,Military Capita Spending,NA
Germany,1975,USD Constant,54505110345
Germany,1975,USD Current,14381443616
Germany,1975,GDP Percent,3.28
Germany,1975,Government Percent,NA
Germany,1975,Military Capita Spending,NA
Germany,1976,USD Constant,54111430607
Germany,1976,USD Current,14549820055
Germany,1976,GDP Percent,3.14
Germany,1976,Government Percent,NA
Germany,1976,Military Capita Spending,NA
Germany,1977,USD Constant,53879335550
Germany,1977,USD Current,16288883939
Germany,1977,GDP Percent,3.04
Germany,1977,Government Percent,NA
Germany,1977,Military Capita Spending,NA
Germany,1978,USD Constant,56170278142
Germany,1978,USD Current,20159786212
Germany,1978,GDP Percent,3.05
Germany,1978,Government Percent,NA
Germany,1978,Military Capita Spending,NA
Germany,1979,USD Constant,56954407817
Germany,1979,USD Current,23323130253
Germany,1979,GDP Percent,2.96
Germany,1979,Government Percent,NA
Germany,1979,Military Capita Spending,NA
Germany,1980,USD Constant,57718524983
Germany,1980,USD Current,25125769752
Germany,1980,GDP Percent,2.96
Germany,1980,Government Percent,NA
Germany,1980,Military Capita Spending,NA
Germany,1981,USD Constant,58396733738
Germany,1981,USD Current,21738730858
Germany,1981,GDP Percent,3.04
Germany,1981,Government Percent,NA
Germany,1981,Military Capita Spending,NA
Germany,1982,USD Constant,57643159014
Germany,1982,USD Current,21037571076
Germany,1982,GDP Percent,3.03
Germany,1982,Government Percent,NA
Germany,1982,Military Capita Spending,NA
Germany,1983,USD Constant,58143571654
Germany,1983,USD Current,20828212902
Germany,1983,GDP Percent,3.03
Germany,1983,Government Percent,NA
Germany,1983,Military Capita Spending,NA
Germany,1984,USD Constant,57558758802
Germany,1984,USD Current,18943609976
Germany,1984,GDP Percent,2.93
Germany,1984,Government Percent,NA
Germany,1984,Military Capita Spending,NA
Germany,1985,USD Constant,57681687952
Germany,1985,USD Current,18752463333
Germany,1985,GDP Percent,2.87
Germany,1985,Government Percent,NA
Germany,1985,Military Capita Spending,NA
Germany,1986,USD Constant,59211860637
Germany,1986,USD Current,26065367271
Germany,1986,GDP Percent,2.79
Germany,1986,Government Percent,NA
Germany,1986,Military Capita Spending,NA
Germany,1987,USD Constant,60271661065
Germany,1987,USD Current,32131496921
Germany,1987,GDP Percent,2.77
Germany,1987,Government Percent,NA
Germany,1987,Military Capita Spending,NA
Germany,1988,USD Constant,59788767240
Germany,1988,USD Current,33036667269
Germany,1988,GDP Percent,2.64
Germany,1988,Government Percent,NA
Germany,1988,Military Capita Spending,422
Germany,1989,USD Constant,59625255546
Germany,1989,USD Current,31631605145
Germany,1989,GDP Percent,2.53
Germany,1989,Government Percent,NA
Germany,1989,Military Capita Spending,402
Germany,1990,USD Constant,62837253210
Germany,1990,USD Current,39834666880
Germany,1990,GDP Percent,2.52
Germany,1990,Government Percent,NA
Germany,1990,Military Capita Spending,504
Germany,1991,USD Constant,58152390535
Germany,1991,USD Current,37196729730
Germany,1991,GDP Percent,2
Germany,1991,Government Percent,4.28
Germany,1991,Military Capita Spending,468
Germany,1992,USD Constant,55306158057
Germany,1992,USD Current,39502452271
Germany,1992,GDP Percent,1.86
Germany,1992,Government Percent,3.92
Germany,1992,Military Capita Spending,494
Germany,1993,USD Constant,49719158384
Germany,1993,USD Current,35030537589
Germany,1993,GDP Percent,1.69
Germany,1993,Government Percent,3.51
Germany,1993,Military Capita Spending,436
Germany,1994,USD Constant,46368310377
Germany,1994,USD Current,34197705640
Germany,1994,GDP Percent,1.55
Germany,1994,Government Percent,3.21
Germany,1994,Military Capita Spending,423
Germany,1995,USD Constant,45605281782
Germany,1995,USD Current,38742699103
Germany,1995,GDP Percent,1.5
Germany,1995,Government Percent,2.72
Germany,1995,Military Capita Spending,477
Germany,1996,USD Constant,44713599274
Germany,1996,USD Current,36701189772
Germany,1996,GDP Percent,1.47
Germany,1996,Government Percent,2.97
Germany,1996,Military Capita Spending,451
Germany,1997,USD Constant,43063114187
Germany,1997,USD Current,31267710403
Germany,1997,GDP Percent,1.41
Germany,1997,Government Percent,2.91
Germany,1997,Military Capita Spending,384
Germany,1998,USD Constant,43211848962
Germany,1998,USD Current,31200768078
Germany,1998,GDP Percent,1.39
Germany,1998,Government Percent,2.89
Germany,1998,Military Capita Spending,383
Germany,1999,USD Constant,44085421088
Germany,1999,USD Current,30690158426
Germany,1999,GDP Percent,1.4
Germany,1999,Government Percent,2.9
Germany,1999,Military Capita Spending,377
Germany,2000,USD Constant,43389902682
Germany,2000,USD Current,26497593164
Germany,2000,GDP Percent,1.36
Germany,2000,Government Percent,2.86
Germany,2000,Military Capita Spending,326
Germany,2001,USD Constant,42676747027
Germany,2001,USD Current,25815401959
Germany,2001,GDP Percent,1.32
Germany,2001,Government Percent,2.8
Germany,2001,Military Capita Spending,317
Germany,2002,USD Constant,42792833515
Germany,2002,USD Current,27611355672
Germany,2002,GDP Percent,1.33
Germany,2002,Government Percent,2.79
Germany,2002,Military Capita Spending,339
Germany,2003,USD Constant,42208027103
Germany,2003,USD Current,32997363017
Germany,2003,GDP Percent,1.32
Germany,2003,Government Percent,2.74
Germany,2003,Military Capita Spending,404
Germany,2004,USD Constant,40914977167
Germany,2004,USD Current,35776573894
Germany,2004,GDP Percent,1.27
Germany,2004,Government Percent,2.72
Germany,2004,Military Capita Spending,438
Germany,2005,USD Constant,34099285294
Germany,2005,USD Current,30324965179
Germany,2005,GDP Percent,1.07
Germany,2005,Government Percent,2.28
Germany,2005,Military Capita Spending,372
Germany,2006,USD Constant,39378461472
Germany,2006,USD Current,35883657973
Germany,2006,GDP Percent,1.2
Germany,2006,Government Percent,2.65
Germany,2006,Military Capita Spending,440
Germany,2007,USD Constant,39438693185
Germany,2007,USD Current,40110859276
Germany,2007,GDP Percent,1.17
Germany,2007,Government Percent,2.7
Germany,2007,Military Capita Spending,494
Germany,2008,USD Constant,40371167023
Germany,2008,USD Current,45098956312
Germany,2008,GDP Percent,1.21
Germany,2008,Government Percent,2.74
Germany,2008,Military Capita Spending,556
Germany,2009,USD Constant,41900070593
Germany,2009,USD Current,44528927836
Germany,2009,GDP Percent,1.31
Germany,2009,Government Percent,2.72
Germany,2009,Military Capita Spending,550
Germany,2010,USD Constant,42002018634
Germany,2010,USD Current,43025915012
Germany,2010,GDP Percent,1.27
Germany,2010,Government Percent,2.63
Germany,2010,Military Capita Spending,532
Germany,2011,USD Constant,41150505779
Germany,2011,USD Current,45163212878
Germany,2011,GDP Percent,1.21
Germany,2011,Government Percent,2.67
Germany,2011,Military Capita Spending,559
Germany,2012,USD Constant,42326363224
Germany,2012,USD Current,43798225349
Germany,2012,GDP Percent,1.24
Germany,2012,Government Percent,2.76
Germany,2012,Military Capita Spending,541
Germany,2013,USD Constant,40761700369
Germany,2013,USD Current,44242647303
Germany,2013,GDP Percent,1.19
Germany,2013,Government Percent,2.64
Germany,2013,Military Capita Spending,545
Germany,2014,USD Constant,40809995395
Germany,2014,USD Current,44662831168
Germany,2014,GDP Percent,1.15
Germany,2014,Government Percent,2.6
Germany,2014,Military Capita Spending,548
Germany,2015,USD Constant,41510712485
Germany,2015,USD Current,38170021071
Germany,2015,GDP Percent,1.14
Germany,2015,Government Percent,2.58
Germany,2015,Military Capita Spending,467
Germany,2016,USD Constant,43252795158
Germany,2016,USD Current,39855047309
Germany,2016,GDP Percent,1.15
Germany,2016,Government Percent,2.59
Germany,2016,Military Capita Spending,485
Germany,2017,USD Constant,44479714627
Germany,2017,USD Current,42210258091
Germany,2017,GDP Percent,1.15
Germany,2017,Government Percent,2.61
Germany,2017,Military Capita Spending,511
Germany,2018,USD Constant,45710404695
Germany,2018,USD Current,46423020903
Germany,2018,GDP Percent,1.17
Germany,2018,Government Percent,2.63
Germany,2018,Military Capita Spending,558
Germany,2019,USD Constant,50148530662
Germany,2019,USD Current,49007512315
Germany,2019,GDP Percent,1.26
Germany,2019,Government Percent,2.8
Germany,2019,Military Capita Spending,587
Germany,2020,USD Constant,53210988259
Germany,2020,USD Current,53210988259
Germany,2020,GDP Percent,1.39
Germany,2020,Government Percent,2.73
Germany,2020,Military Capita Spending,635
Germany,2021,USD Constant,52487680599
Germany,2021,USD Current,56017029328
Germany,2021,GDP Percent,1.34
Germany,2021,Government Percent,2.52
Germany,2021,Military Capita Spending,668
Greece,1949,USD Constant,788806444
Greece,1949,USD Current,324730862
Greece,1949,GDP Percent,5.91
Greece,1949,Government Percent,NA
Greece,1949,Military Capita Spending,NA
Greece,1950,USD Constant,884212497
Greece,1950,USD Current,131393925
Greece,1950,GDP Percent,6.01
Greece,1950,Government Percent,NA
Greece,1950,Military Capita Spending,NA
Greece,1951,USD Constant,1042072595
Greece,1951,USD Current,174328662
Greece,1951,GDP Percent,6.64
Greece,1951,Government Percent,NA
Greece,1951,Military Capita Spending,NA
Greece,1952,USD Constant,1006404517
Greece,1952,USD Current,177009243
Greece,1952,GDP Percent,6.43
Greece,1952,Government Percent,NA
Greece,1952,Military Capita Spending,NA
Greece,1953,USD Constant,962207753
Greece,1953,USD Current,105049023
Greece,1953,GDP Percent,5.11
Greece,1953,Government Percent,NA
Greece,1953,Military Capita Spending,NA
Greece,1954,USD Constant,1036153005
Greece,1954,USD Current,114263647
Greece,1954,GDP Percent,5.49
Greece,1954,Government Percent,NA
Greece,1954,Military Capita Spending,NA
Greece,1955,USD Constant,1053916290
Greece,1955,USD Current,122895891
Greece,1955,GDP Percent,5.11
Greece,1955,Government Percent,NA
Greece,1955,Military Capita Spending,NA
Greece,1956,USD Constant,1361093001
Greece,1956,USD Current,164580541
Greece,1956,GDP Percent,5.94
Greece,1956,Government Percent,NA
Greece,1956,Military Capita Spending,NA
Greece,1957,USD Constant,1418039280
Greece,1957,USD Current,149246950
Greece,1957,GDP Percent,5
Greece,1957,Government Percent,NA
Greece,1957,Military Capita Spending,NA
Greece,1958,USD Constant,1396431353
Greece,1958,USD Current,149019786
Greece,1958,GDP Percent,4.77
Greece,1958,Government Percent,NA
Greece,1958,Military Capita Spending,NA
Greece,1959,USD Constant,1445809339
Greece,1959,USD Current,157833761
Greece,1959,GDP Percent,4.86
Greece,1959,Government Percent,NA
Greece,1959,Military Capita Spending,NA
Greece,1960,USD Constant,1535848539
Greece,1960,USD Current,170327798
Greece,1960,GDP Percent,4.86
Greece,1960,Government Percent,NA
Greece,1960,Military Capita Spending,NA
Greece,1961,USD Constant,1485701587
Greece,1961,USD Current,167762366
Greece,1961,GDP Percent,4.24
Greece,1961,Government Percent,NA
Greece,1961,Military Capita Spending,NA
Greece,1962,USD Constant,1510779349
Greece,1962,USD Current,170034223
Greece,1962,GDP Percent,4.05
Greece,1962,Government Percent,NA
Greece,1962,Military Capita Spending,NA
Greece,1963,USD Constant,1548951356
Greece,1963,USD Current,179495713
Greece,1963,GDP Percent,3.82
Greece,1963,Government Percent,NA
Greece,1963,Military Capita Spending,NA
Greece,1964,USD Constant,1609941062
Greece,1964,USD Current,188207553
Greece,1964,GDP Percent,3.57
Greece,1964,Government Percent,NA
Greece,1964,Military Capita Spending,NA
Greece,1965,USD Constant,1741476173
Greece,1965,USD Current,209674800
Greece,1965,GDP Percent,3.5
Greece,1965,Government Percent,NA
Greece,1965,Military Capita Spending,NA
Greece,1966,USD Constant,1890232548
Greece,1966,USD Current,238979295
Greece,1966,GDP Percent,3.58
Greece,1966,Government Percent,NA
Greece,1966,Military Capita Spending,NA
Greece,1967,USD Constant,2433886128
Greece,1967,USD Current,313035616
Greece,1967,GDP Percent,4.35
Greece,1967,Government Percent,NA
Greece,1967,Military Capita Spending,NA
Greece,1968,USD Constant,2842301925
Greece,1968,USD Current,366771883
Greece,1968,GDP Percent,4.69
Greece,1968,Government Percent,NA
Greece,1968,Military Capita Spending,NA
Greece,1969,USD Constant,3217364787
Greece,1969,USD Current,425403590
Greece,1969,GDP Percent,4.79
Greece,1969,Government Percent,NA
Greece,1969,Military Capita Spending,NA
Greece,1970,USD Constant,3471056822
Greece,1970,USD Current,473596990
Greece,1970,GDP Percent,4.2
Greece,1970,Government Percent,NA
Greece,1970,Military Capita Spending,NA
Greece,1971,USD Constant,3668990320
Greece,1971,USD Current,515997642
Greece,1971,GDP Percent,4.12
Greece,1971,Government Percent,NA
Greece,1971,Military Capita Spending,NA
Greece,1972,USD Constant,3911399984
Greece,1972,USD Current,573692101
Greece,1972,GDP Percent,3.96
Greece,1972,Government Percent,NA
Greece,1972,Military Capita Spending,NA
Greece,1973,USD Constant,3933194193
Greece,1973,USD Current,674802452
Greece,1973,GDP Percent,3.52
Greece,1973,Government Percent,NA
Greece,1973,Military Capita Spending,NA
Greece,1974,USD Constant,4884802680
Greece,1974,USD Current,1049955703
Greece,1974,GDP Percent,4.82
Greece,1974,Government Percent,NA
Greece,1974,Military Capita Spending,NA
Greece,1975,USD Constant,6283805380
Greece,1975,USD Current,1433217345
Greece,1975,GDP Percent,5.85
Greece,1975,Government Percent,NA
Greece,1975,Military Capita Spending,NA
Greece,1976,USD Constant,6876732185
Greece,1976,USD Current,1559887280
Greece,1976,GDP Percent,5.83
Greece,1976,Government Percent,NA
Greece,1976,Military Capita Spending,NA
Greece,1977,USD Constant,7290231286
Greece,1977,USD Current,1838775321
Greece,1977,GDP Percent,5.92
Greece,1977,Government Percent,NA
Greece,1977,Military Capita Spending,NA
Greece,1978,USD Constant,7446517428
Greece,1978,USD Current,2118929495
Greece,1978,GDP Percent,5.58
Greece,1978,Government Percent,NA
Greece,1978,Military Capita Spending,NA
Greece,1979,USD Constant,7213574085
Greece,1979,USD Current,2424261939
Greece,1979,GDP Percent,5.18
Greece,1979,Government Percent,NA
Greece,1979,Military Capita Spending,NA
Greece,1980,USD Constant,6238980857
Greece,1980,USD Current,2275580289
Greece,1980,GDP Percent,4.66
Greece,1980,Government Percent,NA
Greece,1980,Military Capita Spending,NA
Greece,1981,USD Constant,7384855446
Greece,1981,USD Current,2578400684
Greece,1981,GDP Percent,5.74
Greece,1981,Government Percent,NA
Greece,1981,Military Capita Spending,NA
Greece,1982,USD Constant,7535310670
Greece,1982,USD Current,2638652976
Greece,1982,GDP Percent,5.63
Greece,1982,Government Percent,NA
Greece,1982,Military Capita Spending,NA
Greece,1983,USD Constant,6873712538
Greece,1983,USD Current,2195463586
Greece,1983,GDP Percent,5.17
Greece,1983,Government Percent,NA
Greece,1983,Military Capita Spending,NA
Greece,1984,USD Constant,6747024071
Greece,1984,USD Current,1994286405
Greece,1984,GDP Percent,4.84
Greece,1984,Government Percent,NA
Greece,1984,Military Capita Spending,NA
Greece,1985,USD Constant,6696364052
Greece,1985,USD Current,1927083076
Greece,1985,GDP Percent,4.69
Greece,1985,Government Percent,NA
Greece,1985,Military Capita Spending,NA
Greece,1986,USD Constant,5722012234
Greece,1986,USD Current,1998816951
Greece,1986,GDP Percent,4.13
Greece,1986,Government Percent,NA
Greece,1986,Military Capita Spending,NA
Greece,1987,USD Constant,5709435800
Greece,1987,USD Current,2399225050
Greece,1987,GDP Percent,4.26
Greece,1987,Government Percent,NA
Greece,1987,Military Capita Spending,NA
Greece,1988,USD Constant,6037202744
Greece,1988,USD Current,2749556829
Greece,1988,GDP Percent,4.2
Greece,1988,Government Percent,10.81
Greece,1988,Military Capita Spending,272
Greece,1989,USD Constant,5660622193
Greece,1989,USD Current,2560254614
Greece,1989,GDP Percent,3.77
Greece,1989,Government Percent,9.43
Greece,1989,Military Capita Spending,252
Greece,1990,USD Constant,5723017603
Greece,1990,USD Current,3193376484
Greece,1990,GDP Percent,3.8
Greece,1990,Government Percent,8.59
Greece,1990,Military Capita Spending,312
Greece,1991,USD Constant,5427857909
Greece,1991,USD Current,3146899035
Greece,1991,GDP Percent,3.48
Greece,1991,Government Percent,8.62
Greece,1991,Military Capita Spending,305
Greece,1992,USD Constant,5640742075
Greece,1992,USD Current,3623052915
Greece,1992,GDP Percent,3.63
Greece,1992,Government Percent,8.57
Greece,1992,Military Capita Spending,348
Greece,1993,USD Constant,5505798517
Greece,1993,USD Current,3364413330
Greece,1993,GDP Percent,3.6
Greece,1993,Government Percent,8.12
Greece,1993,Military Capita Spending,319
Greece,1994,USD Constant,5600647621
Greece,1994,USD Current,3587244914
Greece,1994,GDP Percent,3.58
Greece,1994,Government Percent,8.45
Greece,1994,Military Capita Spending,337
Greece,1995,USD Constant,5720434051
Greece,1995,USD Current,4179913247
Greece,1995,GDP Percent,3.17
Greece,1995,Government Percent,6.64
Greece,1995,Military Capita Spending,389
Greece,1996,USD Constant,6063125792
Greece,1996,USD Current,4613167577
Greece,1996,GDP Percent,3.31
Greece,1996,Government Percent,7.02
Greece,1996,Military Capita Spending,426
Greece,1997,USD Constant,6461075072
Greece,1997,USD Current,4573516492
Greece,1997,GDP Percent,3.37
Greece,1997,Government Percent,7.31
Greece,1997,Military Capita Spending,419
Greece,1998,USD Constant,7040590017
Greece,1998,USD Current,4824257169
Greece,1998,GDP Percent,3.53
Greece,1998,Government Percent,7.4
Greece,1998,Military Capita Spending,440
Greece,1999,USD Constant,7371084492
Greece,1999,USD Current,5012285642
Greece,1999,GDP Percent,3.36
Greece,1999,Government Percent,7.28
Greece,1999,Military Capita Spending,455
Greece,2000,USD Constant,7779747446
Greece,2000,USD Current,4564522446
Greece,2000,GDP Percent,3.47
Greece,2000,Government Percent,7.46
Greece,2000,Military Capita Spending,412
Greece,2001,USD Constant,7608440509
Greece,2001,USD Current,4428103552
Greece,2001,GDP Percent,3.25
Greece,2001,Government Percent,7.07
Greece,2001,Military Capita Spending,398
Greece,2002,USD Constant,7463414083
Greece,2002,USD Current,4734177215
Greece,2002,GDP Percent,3.08
Greece,2002,Government Percent,6.72
Greece,2002,Military Capita Spending,423
Greece,2003,USD Constant,6394035866
Greece,2003,USD Current,5035585542
Greece,2003,GDP Percent,2.49
Greece,2003,Government Percent,5.35
Greece,2003,Military Capita Spending,449
Greece,2004,USD Constant,7029899519
Greece,2004,USD Current,6267468787
Greece,2004,GDP Percent,2.61
Greece,2004,Government Percent,5.47
Greece,2004,Military Capita Spending,558
Greece,2005,USD Constant,7601754604
Greece,2005,USD Current,7028428593
Greece,2005,GDP Percent,2.84
Greece,2005,Government Percent,6.23
Greece,2005,Military Capita Spending,626
Greece,2006,USD Constant,7903715693
Greece,2006,USD Current,7607186182
Greece,2006,GDP Percent,2.78
Greece,2006,Government Percent,6.17
Greece,2006,Military Capita Spending,680
Greece,2007,USD Constant,7897441809
Greece,2007,USD Current,8533090258
Greece,2007,GDP Percent,2.68
Greece,2007,Government Percent,5.69
Greece,2007,Military Capita Spending,767
Greece,2008,USD Constant,8779421372
Greece,2008,USD Current,10574138499
Greece,2008,GDP Percent,2.98
Greece,2008,Government Percent,5.87
Greece,2008,Military Capita Spending,958
Greece,2009,USD Constant,9204867722
Greece,2009,USD Current,10641348183
Greece,2009,GDP Percent,3.22
Greece,2009,Government Percent,5.96
Greece,2009,Military Capita Spending,971
Greece,2010,USD Constant,7073562698
Greece,2010,USD Current,8163619387
Greece,2010,GDP Percent,2.75
Greece,2010,Government Percent,5.19
Greece,2010,Military Capita Spending,750
Greece,2011,USD Constant,5695144943
Greece,2011,USD Current,7128608267
Greece,2011,GDP Percent,2.52
Greece,2011,Government Percent,4.58
Greece,2011,Military Capita Spending,658
Greece,2012,USD Constant,5037113843
Greece,2012,USD Current,5914988423
Greece,2012,GDP Percent,2.44
Greece,2012,Government Percent,4.55
Greece,2012,Military Capita Spending,549
Greece,2013,USD Constant,4703715324
Greece,2013,USD Current,5655183036
Greece,2013,GDP Percent,2.37
Greece,2013,Government Percent,4.55
Greece,2013,Military Capita Spending,527
Greece,2014,USD Constant,4665328014
Greece,2014,USD Current,5531285909
Greece,2014,GDP Percent,2.35
Greece,2014,Government Percent,4.64
Greece,2014,Military Capita Spending,517
Greece,2015,USD Constant,4947495376
Greece,2015,USD Current,4818121326
Greece,2015,GDP Percent,2.47
Greece,2015,Government Percent,4.81
Greece,2015,Military Capita Spending,452
Greece,2016,USD Constant,5153691782
Greece,2016,USD Current,4963484464
Greece,2016,GDP Percent,2.58
Greece,2016,Government Percent,5.15
Greece,2016,Military Capita Spending,468
Greece,2017,USD Constant,5149577377
Greece,2017,USD Current,5088178883
Greece,2017,GDP Percent,2.56
Greece,2017,Government Percent,5.29
Greece,2017,Military Capita Spending,481
Greece,2018,USD Constant,5504291768
Greece,2018,USD Current,5757114361
Greece,2018,GDP Percent,2.72
Greece,2018,Government Percent,5.6
Greece,2018,Military Capita Spending,547
Greece,2019,USD Constant,5501208362
Greece,2019,USD Current,5471562920
Greece,2019,GDP Percent,2.67
Greece,2019,Government Percent,5.58
Greece,2019,Military Capita Spending,522
Greece,2020,USD Constant,5301379232
Greece,2020,USD Current,5301379232
Greece,2020,GDP Percent,2.81
Greece,2020,Government Percent,4.62
Greece,2020,Military Capita Spending,509
Greece,2021,USD Constant,7743895200
Greece,2021,USD Current,8079943236
